entity_key,canonical_name,locations,size_tier,n_states,states,primary_state,loc_employees_sum,loc_sales_sum,corp_employees,corp_sales,year_established,school,special_needs,charter,parents,website,phone,lead_exec,hq,sample_address,name_variants,nontarget_reason,review_flag,gov_flag,credit_score,is_target
APPLE BUS,Apple Bus Co,3,small(2-5),2,"MO,TX",MO,61,3385000,0,0,,1,0,1,,Applebuscompany.Com,(660) 656-9501,,"Centerview, MO","92 NW State Route 58, Centerview, MO 64019",Apple Bus Co(3),,,0,B,1
SHAW SCHOOL BUS LINES,Shaw School Bus Lines Inc,3,small(2-5),1,PA,PA,69,3373000,0,0,,1,0,0,,,(724) 533-2734,Susan J Schooley (Owner),"Volant, PA","1179 Potter Run Rd, Volant, PA 16156",Shaw School Bus Lines Inc(3),,,0,B+,1
EDEN VALLEY SCHOOL BUS LINES,Eden Valley School Bus Lines,3,small(2-5),1,MN,MN,81,3334000,0,0,,1,0,0,,Evw.K12.Mn.Us,(320) 453-6215,Michael Schlueter (Manager),"Eden Valley, MN","298 Brooks St N, Eden Valley, MN 55329",Eden Valley School Bus Lines(3),,,0,A,1
ROWAN SALISBURY SCHOOL SYST,Rowan-Salisbury Sch Syst,3,small(2-5),3,"GA,ME,MO",GA,78,3289000,0,0,,1,0,0,,Walgreens.Com,Not Available,,"Dalton, GA","1800 Kimberly Park Dr, Dalton, GA 30720",Rowan-Salisbury Sch Syst(3),,,0,A+,1
OASIS COACH LINES,Oasis Coach Lines LLC,3,small(2-5),2,"FL,NY",FL,37,3273000,0,0,,0,0,1,,,Not Available,Martinex I Rivera (President),"Kissimmee, FL","3872 Carrick Bend Dr, Kissimmee, FL 34746",Oasis Coach Lines LLC(2); Oasis Coach Lines(1),,,0,A+,1
D M BUS,D & M Bus Co,3,small(2-5),2,"VA,MI",VA,52,3153000,0,0,,1,0,1,,,Not Available,Ken Powell (President),"Ecorse, MI","4330 2nd St, Ecorse, MI 48229",D & M Bus Co(3),,,0,A,1
EXPRESS BUS,Express Bus,3,small(2-5),2,"OK,AR",OK,67,3143000,0,0,,1,0,0,,Expressbus.Ie,Not Available,,"North Little Rock, AR","2301 Division St, North Little Rock, AR 72114",Express Bus(3),,,0,A+,1
NEW YORK CITY EXPRESS,New York City Express,3,small(2-5),1,MA,MA,35,3114000,0,0,,0,0,1,,Nycexpressinc.Com,(978) 534-5775,Ramon Ureas (President),"Leominster, MA","73 Manchester St, Leominster, MA 01453",New York City Express(3),,,0,A,1
CAVALIER COACHES,Cavalier Coaches,3,small(2-5),2,"MN,IA",MN,41,3093000,0,0,,0,0,1,,Ridecavaliercoaches.Com,(641) 424-2600,Katy Kreutter (President),"Mason City, IA","2101 15th St SW, Mason City, IA 50401",Cavalier Coaches(2); Cavalier Coaches Inc(1),,,0,B+,1
ACADEMY BUS TOURS,Academy Bus Tours-Inc,3,small(2-5),3,"NJ,NY,PA",NJ,29,3093000,0,0,,0,0,1,,Academybus.Com,(800) 442-7272,,"Burlington, NJ","2042 Mount Holly Rd, Burlington, NJ 08016",Academy Bus Tours-Inc(2); Academy Bus Tours Inc(1),,,0,B+,1
OREGON COACHWAYS,Oregon Coachways Inc,3,small(2-5),1,OR,OR,36,3082000,0,0,,0,0,1,,Oregon-Point.Com,(541) 484-5100,Don Moorehead (President),"Eugene, OR","29863 Willow Creek Rd, Eugene, OR 97402",Oregon Coachways Inc(3),,,0,B+,1
E M SCHOOL TRANSPORTATION SERVICE SW FL,E-M Sch Trnsprtn Svc-Sw Fl,3,small(2-5),1,FL,FL,73,3064000,0,0,,1,0,0,,,Not Available,Mileidys Betancourt (Owner),"Naples, FL","360 18th St NE, Naples, FL 34120",E-M Sch Trnsprtn Svc-Sw Fl(2); E & M Sch Trnsprtn Svc-Sw Fl(1),,,0,A,1
FUN BUS,Fun Bus,3,small(2-5),3,"AK,FL,MA",AK,31,2996000,0,0,2018,0,0,1,,Funbusinc.Com,(907) 563-5045,Yun Weng Yu (President),"Mount Dora, FL","4129 United Ave, Mount Dora, FL 32757",Fun Bus(1); Fun Bus LLC(1); Fun Bus Inc(1),,,0,B+,1
SARPY TRANSPORTATION,Sarpy Transportation,3,small(2-5),1,MT,MT,53,2956000,0,0,,0,0,1,,Sarpytransportationinc.Com,(406) 665-1693,Geremy Stewart (Manager),"Billings, MT","303 Rosebud St # 3, Billings, MT 59101",Sarpy Transportation(2); Sarpy Transportation Inc(1),,,0,A+,1
BUSCO,Busco Inc,3,small(2-5),2,"NE,MO",NE,35,2883000,0,0,2012,0,0,1,,Arrowstagelines.Com,(816) 921-1858,Steve Busskohl (Owner),"Kansas City, MO","3601 Manchester Trfy, Kansas City, MO 64129",Busco Inc(3),,,0,B+,1
BLUE BIRD COACH LINES,Blue Bird Coach Lines,3,small(2-5),2,"NY,OH",NY,34,2852000,0,0,2021,0,0,1,,,(716) 696-5500,,"Olean, NY","1 Bluebird Sq, Olean, NY 14760",Blue Bird Coach Lines(2); Blue Bird Coach Lines Inc(1),,,0,A,1
RANDALL BUS SERVICE,Randall Bus Svc,3,small(2-5),1,FL,FL,40,2805000,0,0,1970,1,0,0,,Randalltransportation.Com,(904) 683-6024,Sherman Randall (President),"Jacksonville, FL","1229 Lane Cir E, Jacksonville, FL 32254",Randall Bus Svc(3),,,0,B,1
EMERGENCY MEDICAL TRANSPORT,Emergency Medical Transport,3,small(2-5),1,OH,OH,41,2756000,0,0,,0,1,0,,,(740) 934-2013,Ken Joseph (Owner),"Graysville, OH","Lakeview Rd, Graysville, OH 45734",Emergency Medical Transport(3),,,0,C+,1
ON WAY PVT SCHOOL TRANSPORTATION,On The Way Pvt Sch Trnsprtn,3,small(2-5),1,FL,FL,65,2728000,0,0,2017,1,0,0,,Onthewaypsl.Com,(772) 200-4506,Antonio Perfetti (Manager),"Port Saint Lucie, FL","10534 SW Westlawn Blvd, Port Saint Lucie, FL 34987",On The Way Pvt Sch Trnsprtn(3),,,0,A,1
MSAD 49 BUS GARAGE,Msad 49 Bus Garage,3,small(2-5),1,ME,ME,82,2692000,0,0,,1,0,0,,Msad49.Org,Not Available,Sue Lambert (Manager),"Fairfield, ME","267 Upper Main St, Fairfield, ME 04937",Msad 49 Bus Garage(3),,,0,A+,1
MAINE SMALL BUS DEVMNT CTR,Maine Small Bus Devmnt Ctr,3,small(2-5),1,ME,ME,70,2581000,0,0,,1,0,0,,Mainebusinessworks.Com,(207) 783-9895,,"Portland, ME","125 Manley Rd, Portland, ME 04101",Maine Small Bus Devmnt Ctr(3),,,0,B+,1
EXCELLENT BUS SERVICE,Excellent Bus Svc Inc,3,small(2-5),1,NY,NY,55,2580000,0,0,,1,0,1,,Excellentbus.Com,(718) 963-1495,Gino Gelb (President),"Monticello, NY","301 Bridgeville Rd, Monticello, NY 12701",Excellent Bus Svc Inc(2); Excellent Bus Svc(1),,,0,A,1
FLORIDA TRAILS,Florida Trails Inc,3,small(2-5),1,FL,FL,26,2548000,0,0,,0,0,1,,Floridahikes.Com,(850) 877-2163,Brian Annett (President),"Tallahassee, FL","5335 Crawfordville Rd, Tallahassee, FL 32305",Florida Trails Inc(2); Florida Trails(1),,,0,A,1
S TRANSPORTATION,S & L Transportation,3,small(2-5),2,"MI,PA",MI,33,2546000,0,0,,0,1,1,,US-Transport.Info,(248) 630-3851,Linda Sauerzopf (President),"Wind Gap, PA","104 Hoffman Rd, Wind Gap, PA 18091",S & L Transportation(2); L & S Transportation Inc(1),,,0,C+,1
AMERICANSTAR TOURS,Americanstar Tours,3,small(2-5),1,CA,CA,60,2494000,102,38552000,1991,0,0,1,AMERICANSTAR TOURS,Americanstartours.Com,(805) 303-8453,Trudy Dockerty (President),"Pismo Beach, CA","791 Price St Pmb 204, Pismo Beach, CA 93449",Americanstar Tours(3),,,0,B+,1
R A SCHOOL BUS,R & A School Bus Co Inc,3,small(2-5),1,PA,PA,67,2446000,0,0,,1,0,1,,,Not Available,,"Karthaus, PA","Market St, Karthaus, PA 16845",R & A School Bus Co Inc(2); R A School Bus Co Inc(1),,,0,A+,1
ACADEMY,Academy,3,small(2-5),2,"NY,NJ",NY,20,2423000,0,0,,0,0,1,,Academybus.Com,(609) 588-5959,,,,Academy(3),,,0,A,1
MADISON COUNTY SCHOOL BUS GRGE,Madison County School Bus Grge,3,small(2-5),3,"FL,NC,WA",FL,50,2416000,0,0,,1,0,0,,Flicker-Kerin.Com,Not Available,Michael Wallin (CFO),"Miami, FL","7300 N Kendall Dr, Miami, FL 33156",Madison County School Bus Grge(3),,,0,A,1
ROADRUNNER CHARTERS,Roadrunner Charters Inc,3,small(2-5),2,"TX,MD",TX,23,2364000,0,0,2000,0,0,1,,Roadrunnercharters.Com,Not Available,Ron Wills (Owner),"Baltimore, MD","1621 Ingram Rd, Baltimore, MD 21239",Roadrunner Charters Inc(3),,,0,B+,1
LION TOURS,Lion Tours,3,small(2-5),2,"NJ,OH",NJ,22,2257000,0,0,1907,0,0,1,,,(609) 345-3005,,"Cincinnati, OH","7837 Reading Rd, Cincinnati, OH 45237",Lion Tours(2); Lion Tours Inc(1),,,0,A,1
BUS USA,Bus USA,3,small(2-5),2,"FL,TX",FL,45,2216000,0,0,,1,0,1,,Bususainc.Com,(407) 908-0659,Carlos Reguerin (Principal),"Kissimmee, FL","1009 N Hoagland Blvd # K, Kissimmee, FL 34741",Bus USA(3),,,0,A,1
SPIRIT OF AMERICA CHARTER BUS,Spirit Of America Charter Bus,3,small(2-5),2,"FL,CA",FL,22,2209000,0,0,,0,0,1,,,(801) 375-8687,Dave Brown (Manager),"Anaheim, CA","PO Box 17430, Anaheim, CA 92817",Spirit Of America Charter Bus(3),,,0,B+,1
TRANSPORTATION UNLIMITED,Transportation Unlimited Inc,3,small(2-5),2,"TX,AL",TX,20,2199000,0,0,2004,0,1,1,,Tuibusservice.Com,(251) 602-8491,Carlton Melone (Owner),"Theodore, AL","4301 Dawes Rd, Theodore, AL 36582",Transportation Unlimited Inc(2); Transportation Unlimited(1),,,0,C+,1
LINCOLN SQUARE BUS IMPROVEMENT,Lincoln Square Bus Improvement,3,small(2-5),3,"MA,NY,OH",MA,55,2155000,0,0,,1,0,0,,Lincolnbid.Org,Not Available,,"Lynn, MA","38 Cherry St, Lynn, MA 01902",Lincoln Square Bus Improvement(3),,,0,A,1
PRESTIGE BUS CHARTERS,Prestige Bus Charters,3,small(2-5),1,KS,KS,21,2079000,0,0,,0,0,1,,Prestigebuscharters.Com,(316) 744-3461,Lori Vinsonhaler (Manager),"Kechi, KS","6007 N Oliver St, Kechi, KS 67067",Prestige Bus Charters(3),,,0,B,1
MARTZ GROUP,Martz Group,3,small(2-5),3,"FL,ME,PA",FL,31,2064000,110,72440000,,0,0,1,MARTZ GROUP,Martzfirstclass.Com,(727) 526-9086,Crystal Hueston (Other),"Stockholm, ME","37 St N Lealman, Stockholm, ME 04783",Martz Group(2); Martz First Class Coach(1),,,0,A,1
SCHOOLS BUS GARAGE,Schools Bus Garage,3,small(2-5),3,"CO,ID,MI",CO,34,2057000,0,0,,1,0,0,,Americancold.Com,(970) 854-3107,Robert Jacobs (Manager),"Holyoke, CO","125 N Sunflower Dr, Holyoke, CO 80734",Schools Bus Garage(3),,,0,A,1
ACADEMY LINES,Academy Lines Inc,3,small(2-5),1,NJ,NJ,19,2025000,0,0,,0,0,1,,Academybus.Com,(732) 264-4222,,"Hazlet, NJ","1371 State Route 36, Hazlet, NJ 07730",Academy Lines Inc(3),,,0,B+,1
ADVENTURE BUS CHARTER,Adventure Bus & Charter,3,small(2-5),1,NE,NE,18,1978000,0,0,2025,0,0,1,,Adventurebusandcharter.Com,(402) 405-4334,Jazzmyn Smith (Operations),"Grand Island, NE","1982 E Metro St, Grand Island, NE 68801",Adventure Bus & Charter(3),,,0,B+,1
A S TRANSPORTATION,A & S Transportation,3,small(2-5),2,"NJ,KS",NJ,19,1971000,0,0,,0,0,1,,Addictiveinkfm.Com,(785) 550-5498,Theo Bratton (Owner),"Lawrence, KS","2820 Missouri St, Lawrence, KS 66046",A & S Transportation(3),,,0,B+,1
AMERICOACH TRAVEL,Americoach Travel Inc,3,small(2-5),1,IL,IL,18,1943000,0,0,,0,0,1,,Americoachtravel.Com,(815) 407-7298,Wally Urban (Owner),"Lynwood, IL","3056 E Lincoln Hwy # 1, Lynwood, IL 60411",Americoach Travel Inc(2); Americoach Travel(1),,,0,B,1
LION EXPRESS,Lion Express,3,small(2-5),1,CA,CA,18,1935000,0,0,1990,0,0,1,,Lionexpress.Com,(626) 966-9400,Susan Yuan (Owner),"Covina, CA","999 W San Bernardino Rd, Covina, CA 91722",Lion Express(3),,,0,B,1
R W MOTORCOACH,R & W Motorcoach,3,small(2-5),1,GA,GA,17,1925000,0,0,2005,0,0,1,,Rnwmotorcoach.Com,(770) 413-9676,Alan Robinson (Owner),"Conley, GA","1554 Cedar Grove Rd # A, Conley, GA 30288",R & W Motorcoach(2); R & W Motorcoach Inc(1),,,0,A,1
CROSS COUNTRY TOURS,Cross Country Tours Inc,3,small(2-5),1,SC,SC,22,1891000,0,0,,0,0,1,,5crosscountrycharter.Com,(864) 406-3573,Robert J Johnson Jr (President),"Cowpens, SC","2460 Whitestone Glendale Rd, Cowpens, SC 29330",Cross Country Tours Inc(2); Cross Country Tours(1),,,0,B,1
SPIRIT TOURS,Spirit Tours LLC,3,small(2-5),2,"VA,IL",VA,18,1887000,0,0,,0,0,1,,Spirittoursinc.Com,(773) 731-1400,Leroy Williams (President),"Chicago, IL","7953 S Bennett Ave, Chicago, IL 60617",Spirit Tours LLC(2); Spirit Tours(1),,,0,B+,1
ALL ABOARD SCHOOL TRANSPORTATION,All Aboard School Trnsprtn LLC,3,small(2-5),2,"TX,CO",TX,70,1885000,0,0,,1,0,0,,Aastrans.Com,(800) 437-7274,William Trimarco (Other),"Golden, CO","1726 Cole Blvd # 220, Golden, CO 80401",All Aboard School Trnsprtn LLC(2); All Aboard School Trnsprtn(1),,,0,B,1
CLINE TOURS,Cline Tours Inc,3,small(2-5),2,"MS,TN",MS,20,1836000,0,0,1932,0,0,1,,Clinetours.Com,(601) 428-5642,John Mccommon (Owner),"Hattiesburg, MS","36 Lee Ave, Hattiesburg, MS 39401",Cline Tours Inc(2); Cline Tours(1),,,0,B+,1
G M TRANSPORTATION,G M Transportation,3,small(2-5),1,TX,TX,17,1796000,0,0,2006,0,0,1,,Gmtransportation.Com,(817) 417-7433,,"Arlington, TX","6503 Electra Dr, Arlington, TX 76001",G M Transportation(3),,,0,B+,1
GOLDEN WEST TRAVEL,Golden West Travel Inc,3,small(2-5),1,CA,CA,17,1794000,0,0,,0,0,1,,Goldenwesttravel.Net,(925) 230-0492,Joel Campbell (Owner),"Hayward, CA","240 Alden Rd, Hayward, CA 94541",Golden West Travel Inc(3),,,0,B+,1
ELITE SCHOOL TRANSPORTATION,Elite School Trnsprtn Inc,3,small(2-5),2,"MN,FL",MN,16,1793000,0,0,2019,1,0,0,,Eliteschooltransportation.Com,Not Available,Yrlay Martinez (Owner),"Lehigh Acres, FL","1721 Englewood Ave, Lehigh Acres, FL 33936",Elite School Trnsprtn Inc(1); Elite School Transportation(1); Elite School Trnsprtn LLC(1),,,0,B+,1
YOUNG TRANSPORTATION,Young Transportation,3,small(2-5),2,"TN,MD",TN,23,1791000,0,0,,0,1,1,,,(410) 792-2561,Myron Young (Owner),"Jessup, MD","8775 Rose Ln, Jessup, MD 20794",Young Transportation(3),,,0,B+,1
JOHN T CYR SONS,John T Cyr & Sons Inc,3,small(2-5),1,ME,ME,35,1790000,0,0,,1,0,1,,Johntcyrandsons.Com,(207) 257-3257,Michelle Ramsdell (Manager),"Detroit, ME","75 River Rd, Detroit, ME 04929",John T Cyr & Sons Inc(2); John T Cyr & Sons(1),,,0,A,1
NEBRASKA SCHOOL BUS,Nebraska School Bus Inc,3,small(2-5),1,NE,NE,40,1756000,0,0,,1,0,0,,Nebraskaschoolbus.Com,(402) 675-5802,,"Battle Creek, NE","305 S 4th St, Battle Creek, NE 68715",Nebraska School Bus Inc(2); Nebraska School Bus(1),,,0,B+,1
CHARTER BUS R US,Charter Bus R Us,3,small(2-5),1,VA,VA,16,1747000,0,0,1976,0,0,1,,Charterbusrus.Com,(703) 829-0660,Denise Kye (Manager),"Falls Church, VA","5613 Leesburg Pike # 6, Falls Church, VA 22041",Charter Bus R Us(2); Charter Bus R Us Inc(1),,,0,B+,1
METRO COACH LINES,Metro Coach Lines,3,small(2-5),3,"IL,NJ,NY",IL,13,1680000,0,0,,0,0,1,,Metrocoachlines.Com,(407) 857-8557,,"Itasca, IL","1000 W Irving Park Rd, Itasca, IL 60143",Metro Coach Lines(3),,,0,B+,1
GOOD TIME TOURS,Good Time Tours,3,small(2-5),2,"FL,KY",FL,18,1645000,0,0,1985,0,0,1,,Goodtimetours.Com,(850) 476-0046,Roy Wassmer (Manager),"Pensacola, FL","7806 Sears Ct, Pensacola, FL 32514",Good Time Tours(2); Good Time Tours Inc(1),,,0,B+,1
GOGO CHARTERS,Gogo Charters,3,small(2-5),2,"FL,CA",FL,14,1594000,0,0,2011,0,0,1,,Gogocharters.Com,(415) 462-2870,Mark Thronson (CEO),"San Francisco, CA","1605 Montgomery St, San Francisco, CA 94111",Gogo Charters(2); GOGO Charters(1),,,0,B,1
HEARTLAND MOTOR COACH,Heartland Motor Coach,3,small(2-5),2,"KS,MO",KS,18,1594000,0,0,1988,0,0,1,,Heartlandtrailways.Com,(785) 312-7800,Edward Smith (Manager),"Lawrence, KS","900 N 3rd St, Lawrence, KS 66044",Heartland Motor Coach(3),,,0,A,1
EXPRESS CHARTERS,Express Charters,3,small(2-5),1,CO,CO,12,1589000,0,0,,0,0,1,,,(303) 447-8800,Larissa Lokey (Manager),,,Express Charters(3),,,0,B+,1
ADVENTURE BUS CHARTERS,Adventure Bus Charters,3,small(2-5),2,"AL,CA",AL,15,1478000,0,0,,0,0,1,,Adventurebuscharter.Com,(205) 648-3700,Larry Cummings (Owner),"Sumiton, AL","150 Warrior Ave, Sumiton, AL 35148",Adventure Bus Charters(3),,,0,A,1
SEATTLE EXPRESS,Seattle Express,3,small(2-5),1,WA,WA,10,1476000,0,0,,0,0,1,,Seattleexpress.Com,(206) 354-1053,,"Des Moines, WA","9365 211th Pl, Des Moines, WA 98198",Seattle Express(2); Seattle Express Inc(1),,,0,B,1
M V TRANSPORTATION,M V Transportation,3,small(2-5),3,"CA,FL,NV",CA,17,1451000,0,0,,0,1,1,,Mvtransit.Com,(805) 772-5514,Susan Macdonell (General Mgr),"Morro Bay, CA","535 Harbor St, Morro Bay, CA 93442",M V Transportation(3),,,0,A,1
CMT EXPRESS,CMT Express,3,small(2-5),1,PA,PA,14,1400000,0,0,1992,0,0,1,,Cmtxpress.Com,(610) 222-9140,James Revels (Owner),"Norristown, PA","3316 E Hayes Rd, Norristown, PA 19403",CMT Express(3),,,0,A,1
HEART TO HEART TRANSPORTATION,Heart To Heart Transportation,3,small(2-5),3,"CA,IL,MA",CA,21,1355000,0,0,,1,1,0,,,(530) 888-8446,Daniel K Njoroge (President),"Auburn, CA","164 Teamtrack Rd, Auburn, CA 95603",Heart To Heart Transportation(3),,,0,B,1
LEGACY COACHES,Legacy Coaches,3,small(2-5),2,"GA,OK",GA,14,1332000,0,0,2003,0,0,1,,,(229) 794-1711,Matthew Deal (Owner),"Hahira, GA","608 Stagecoach Trl, Hahira, GA 31632",Legacy Coaches(3),,,0,B,1
ACROSSTOWN CHARTER,Acrosstown Charter,3,small(2-5),1,IL,IL,12,1326000,0,0,,0,0,1,,Acrosstowncharter.Com,(708) 733-5479,Mike Becker (President),"Park Ridge, IL","1440 Renaissance Dr # 120, Park Ridge, IL 60068",Acrosstown Charter(3),,,0,B,1
PARTY BUS DETROIT,Party Bus Detroit,3,small(2-5),1,MI,MI,13,1323000,0,0,,0,0,1,,Limodetroit.Com,(313) 429-3166,,"Dearborn Heights, MI","6986 N Telegraph Rd, Dearborn Heights, MI 48127",Party Bus Detroit(2); Party Bus Detroit LLC(1),,,0,B,1
VILLANI BUS,Villani Bus Co,3,small(2-5),1,NJ,NJ,173,1317000,190,56066000,1920,0,0,1,VILLANI BUS CO,Villanibus.Com,(732) 969-1222,Lisa Magyar (COO),"Linden, NJ","811 E Linden Ave, Linden, NJ 07036",Villani Bus Co(3),,,0,B,1
COAST TO COAST TOURS,Coast To Coast Tours LLC,3,small(2-5),1,GA,GA,12,1301000,0,0,,0,0,1,,Coasttocoasttours.Com,(678) 201-9783,Willie Johnson (Manager),"Conley, GA","4259 Cedar Lake Dr, Conley, GA 30288",Coast To Coast Tours LLC(2); Coast To Coast Tours(1),,,0,B+,1
STAR COACHES,Star Coaches Inc,3,small(2-5),2,"GA,WI",GA,13,1296000,0,0,1989,0,0,1,,Starcoachesinc.Com,(404) 364-0177,Danny Hamilton (CEO),"Atlanta, GA","2051 Marietta Blvd NW, Atlanta, GA 30318",Star Coaches Inc(2); Star Coaches LLC(1),,,0,A,1
SKYLINE BUS CHARTER,Skyline Bus & Charter LLC,3,small(2-5),2,"CA,TX",CA,14,1291000,0,0,2016,0,0,1,,,Not Available,Jose Figueroa (CEO),"Fresno, CA","2170 S Bardell Ave # A, Fresno, CA 93706",Skyline Bus & Charter LLC(2); Skyline Bus Charter LLC(1),,,0,B+,1
FIRST MED,First Med,3,small(2-5),1,NC,NC,19,1263000,0,0,,0,1,0,,Firstmedinc.Com,(910) 592-5500,Beth James (Operations),"Clinton, NC","513 Raleigh Rd, Clinton, NC 28328",First Med(3),,,0,B+,1
FUNSEEKERS,Funseekers,3,small(2-5),1,CA,CA,16,1244000,0,0,,1,0,1,,Funseekers.Net,(909) 783-2219,Milton May (Owner),"Grand Terrace, CA","21801 Barton Rd # C, Grand Terrace, CA 92313",Funseekers(3),,,0,A,1
HIGHWAY COACH,Highway Coach,3,small(2-5),2,"FL,OH",FL,14,1228000,0,0,,0,0,1,,,(239) 337-7008,Kem Kerns (Manager),"Fort Myers, FL","13281 Treeline Ave, Fort Myers, FL 33913",Highway Coach(3),,,0,B+,1
EAGLE ONE COACH,Eagle One Coach,3,small(2-5),2,"MA,NH",MA,13,1223000,0,0,,0,0,1,,Eagleonecoach.Com,(781) 848-7454,Bob Boggs (Owner),"Braintree, MA","1741 Washington St # 1, Braintree, MA 02184",Eagle One Coach(3),,,0,B+,1
AIRPORT EXPRESS SHUTTLE,Airport Express Shuttle,3,small(2-5),1,IL,IL,11,1216000,0,0,,0,0,1,,,(773) 761-3333,,"Chicago, IL","2220 W Granville Ave, Chicago, IL 60659",Airport Express Shuttle(3),,,0,B+,1
BLUFF COUNTRY SCHOOL BUS SERVICE,Bluff Country School Bus Svc,3,small(2-5),1,MN,MN,55,1204000,0,0,,1,0,0,,Bluffcountryschoolbus.Com,Not Available,Doug Grisim (CEO),"Lake City, MN","905 N 7th St, Lake City, MN 55041",Bluff Country School Bus Svc(2); Bluff Country Sch Bus Svc(1),,,0,A,1
FIRST CLASS CHARTER,First Class Charter,3,small(2-5),2,"CA,TN",CA,12,1186000,0,0,2016,0,0,1,,Firstclassbuses.Com,Not Available,Seyed Tajalli (Owner),"San Mateo, CA","601 Cupertino Way, San Mateo, CA 94403",First Class Charter(3),,,0,B,1
ALPHA REHABILITATION TRANSPORTATION,Alpha Rehabilitation Trnsprtn,3,small(2-5),1,MI,MI,17,1171000,0,0,,0,1,0,,,(248) 932-0020,Miad Konja (President),"Franklin, MI","30535 Woodside Dr, Franklin, MI 48025",Alpha Rehabilitation Trnsprtn(3),,,0,B,1
US BUS CHARTER LIMO,US Bus Charter & Limo Inc,3,small(2-5),3,"MD,NC,NY",MD,13,1169000,0,0,2016,0,0,1,,Uscoachways.Com,Not Available,,"Baltimore, MD","245 W Chase St, Baltimore, MD 21201",US Bus Charter & Limo Inc(3),,,0,B,1
MILES AWAY CHARTER,Miles Away Charter LLC,3,small(2-5),2,"MD,DC",MD,19,1126000,0,0,2015,1,0,1,,Milesawaycharter.Com,(202) 791-0312,Marvin Mills (Owner),"Washington, DC","316 F St NE # 122, Washington, DC 20002",Miles Away Charter LLC(2); Miles Away Charter(1),,,0,B+,1
FALLERT BUS SERVICE,Fallert Bus Svc Inc,3,small(2-5),1,MO,MO,37,1122000,0,0,,1,0,0,,,Not Available,,"Perryville, MO","2101 Moll Ave, Perryville, MO 63775",Fallert Bus Svc Inc(3),,,0,B+,1
J T CHARTERS,J & T Charters,3,small(2-5),1,TX,TX,10,1082000,0,0,,0,0,1,,Jtcharterbus.Com,(281) 506-2242,Billy Merchant (Owner),"Houston, TX","10550 Valley Forge Dr, Houston, TX 77042",J & T Charters(3),,,0,B,1
EBMEYER CHARTER,Ebmeyer Charter,3,small(2-5),1,CA,CA,11,1058000,0,0,,0,0,1,,Ebmeyercharter.Com,(909) 784-1136,,,,Ebmeyer Charter(3),,,0,B+,1
AUSTIN CHARTER BUS,Austin Charter Bus Co,3,small(2-5),1,TX,TX,10,1058000,0,0,2012,0,0,1,,Texascharterbuscompany.Com,(512) 643-7968,Lorena Harris (Manager),"Austin, TX","10816 Crown Colony Dr # 247, Austin, TX 78747",Austin Charter Bus Co(2); Austin Charter Bus LLC(1),,,0,B+,1
SOUTHWEST BUS SERVICE,Southwest Bus Svc Inc,3,small(2-5),1,WI,WI,25,1058000,0,0,1982,1,0,1,,Southwestbus.Net,(800) 796-7961,Lucille Boxrucker (President),"La Crosse, WI","1720 S 11th St, La Crosse, WI 54601",Southwest Bus Svc Inc(3),,,0,B+,1
ROADHOUSE TRANSPORTATION,Roadhouse Transportation Inc,3,small(2-5),1,TX,TX,11,1040000,0,0,,0,0,1,,Roadhousecoach.Com,(713) 953-0900,James Adams (Owner),"Houston, TX","2008 Laverne St # 8, Houston, TX 77080",Roadhouse Transportation Inc(2); Roadhouse Transportation(1),,,0,B+,1
ABC TRANSPORTATION,ABC Transportation LLC,3,small(2-5),3,"DE,MD,TN",DE,12,1027000,0,0,,1,0,1,,Americanbuildings.Com,(410) 549-3149,Dale Ashwell Jr (Owner),"Frankford, DE","30249 Frankford School Rd, Frankford, DE 19945",ABC Transportation LLC(2); ABC Transportation(1),,,0,B+,1
ROCKFORD CHARTER COACH,Rockford Charter Coach,3,small(2-5),1,IL,IL,10,1022000,0,0,,0,0,1,,Rockfordchartercoach.Com,(847) 387-9122,Edward Januszewski (Other),"Rockford, IL","1090 Tebala Blvd, Rockford, IL 61108",Rockford Charter Coach(3),,,0,B,1
DNG BUS SERVICE,DNG Bus Svc Inc,3,small(2-5),1,CA,CA,20,1019000,0,0,2009,1,0,0,,,(510) 266-5145,Deborah Foreman (President),"Hayward, CA","3524 Breakwater Ave # A115, Hayward, CA 94545",DNG Bus Svc Inc(2); DNG Bus Svc(1),,,0,B+,1
RYDER STUDENT TRANSPORTATION SERVICE,Ryder Student Trnsprtn Svc Inc,3,small(2-5),3,"MA,MO,RI",MA,15,1011000,0,0,2019,0,0,0,,Firststudentinc.Com,(508) 580-0336,Gracious Oryster (Manager),"Brockton, MA","142 Oak Hill Way, Brockton, MA 02301",Ryder Student Trnsprtn Svc Inc(1); Ryder Student Trans Svc(1); Ryder Student Trnsprtn Svc(1),,,0,C,1
SWEPT AWAY COACH TOURS,Swept Away Coach & Tours,3,small(2-5),2,"SC,GA",SC,12,1006000,0,0,2008,0,0,1,,,(912) 644-6697,Kathy Pope (Manager),"Savannah, GA","411 Telfair Rd, Savannah, GA 31415",Swept Away Coach & Tours(3),,,0,B,1
CRYSTAL CITY BUS IMPRVMT DISTRICT,Crystal City Bus Imprvmt Dist,3,small(2-5),3,"CA,TX,VA",CA,21,970000,0,0,2006,1,0,0,,Nationallanding.Org,(703) 412-9430,,"Chico, CA","1350 Bidwell Ave, Chico, CA 95926",Crystal City Bus Imprvmt Dist(3),,,1,A,1
