rank,score,canonical_name,primary_state,hq,size_tier,locations,employees,revenue_est,year_established,school,special_needs,website,phone,lead_exec,credit_score,data_confidence,rationale,sample_address,_sf,_su,_ql,_ind,_rel
1,98.5,Northstar Bus Lines LLC,MN,"Maple Grove, MN",single,1,200,10161000,1962,1,0,Northstarbuslines.Com,(763) 425-2542,Matt Regan (Owner),A+,1.0,200 emp; $10.2M rev; est 1962 (64y); single; web+phone; school,"11800 95th Ave N, Maple Grove, MN 55369",100,100,100,100,90
1312,80.5,Ci Technologies Inc Which Will,TX,"Carrollton, TX",single,1,28,1509000,,1,0,,Not Available,,A+,0.5,28 emp; $1.5M rev; year n/a; single; phone; school,"1500 N Interstate 35e # C116, Carrollton, TX 75006",100,50,60,100,90
1313,80.5,Fascino Reno Which Will Do Bus,NV,"Reno, NV",single,1,35,1507000,,1,0,,Not Available,,A+,0.5,35 emp; $1.5M rev; year n/a; single; phone; school,"1690 Meadowview Ln, Reno, NV 89509",100,50,60,100,90
1314,80.5,MK Trans Inc Which Will Do Bus,NV,"Reno, NV",single,1,35,1507000,,1,0,,Not Available,,A+,0.5,35 emp; $1.5M rev; year n/a; single; phone; school,"9519 Niagra Ct, Reno, NV 89506",100,50,60,100,90
1315,80.5,B M E Transit,PA,"Pittsburgh, PA",single,1,34,1507000,,1,0,,(412) 371-7009,E Rideout (Manager),A,0.5,34 emp; $1.5M rev; year n/a; single; phone; school,"9909 Frankstown Rd, Pittsburgh, PA 15235",100,50,60,100,90
1316,80.5,Central MA Sch Bus Driver's,MA,"Marlborough, MA",single,1,31,1505000,,1,0,,Not Available,,A+,0.5,31 emp; $1.5M rev; year n/a; single; phone; school,"61 Highland St, Marlborough, MA 01752",100,50,60,100,90
1317,80.5,Eastern Truck & Bus Inc,PA,"Allentown, PA",single,1,35,1504000,,1,0,,Not Available,Stanley E Mccormack (President),A+,0.5,35 emp; $1.5M rev; year n/a; single; phone; school,"1101 Harrison St, Allentown, PA 18103",100,50,60,100,90
1318,80.5,Fischer Truck Bus Svc Inc,WI,"Fenwood, WI",single,1,40,1502000,,1,0,,Not Available,,A+,0.5,40 emp; $1.5M rev; year n/a; single; phone; school,"3765 Redwood St, Fenwood, WI 54426",100,50,60,100,90
1319,80.5,International Bus Group Inc,GA,"Atlanta, GA",single,1,26,1501000,,1,0,,(404) 761-4077,Doug Dunn (President),A,0.5,26 emp; $1.5M rev; year n/a; single; phone; school,"2541 Camp Creek Pkwy, Atlanta, GA 30337",100,50,60,100,90
1320,80.5,Dynamic Network Solutions Inc,CA,"Sacramento, CA",single,1,34,1500000,,1,0,,Not Available,,A+,0.5,34 emp; $1.5M rev; year n/a; single; phone; school,"6200 Greenhaven Dr, Sacramento, CA 95831",100,50,60,100,90
1321,80.5,Rising Son Inc Which Will Do,CA,"Sacramento, CA",single,1,34,1500000,,1,0,,Not Available,,A+,0.5,34 emp; $1.5M rev; year n/a; single; phone; school,"1160 Alder Tree Way, Sacramento, CA 95831",100,50,60,100,90
1322,80.5,California Golden Girls Inc,CA,"Tracy, CA",single,1,35,1499000,,1,0,,Not Available,,A+,0.5,35 emp; $1.5M rev; year n/a; single; phone; school,"650 Horse Shoe Loop, Tracy, CA 95376",100,50,60,100,90
1323,80.5,GBH International Inc Which,MI,"Portage, MI",single,1,36,1492000,,1,0,,Not Available,,A,0.5,36 emp; $1.5M rev; year n/a; single; phone; school,"6862 Shallowford Way, Portage, MI 49024",100,50,60,100,90
1324,80.5,Atlantic City Bus Line Excrsn,PA,"Philadelphia, PA",single,1,31,1488000,,1,0,,Not Available,,A+,0.5,31 emp; $1.5M rev; year n/a; single; phone; school,"7321 Castor Ave, Philadelphia, PA 19152",100,50,60,100,90
1325,80.5,Byberry North Bus Ctr,PA,"Philadelphia, PA",single,1,16,1488000,,1,0,,Not Available,,A,0.5,16 emp; $1.5M rev; year n/a; single; phone; school,"15000 E Roosevelt Blvd, Philadelphia, PA 19116",100,50,60,100,90
1326,80.5,Community Special Trnsprtn Svc,MI,"Southfield, MI",single,1,31,1485000,,1,0,,Not Available,,A,0.5,31 emp; $1.5M rev; year n/a; single; phone; school,"18179 Cornell Rd, Southfield, MI 48075",100,50,60,100,90
1327,80.5,International Bus Ctr,MI,"Commerce Township, MI",single,1,31,1485000,,1,0,,Not Available,,A,0.5,31 emp; $1.5M rev; year n/a; single; phone; school,"825 W Oakley Park Rd, Commerce Township, MI 48390",100,50,60,100,90
1328,80.5,A T & Sons Transportation Corp,NY,"Jamaica, NY",single,1,37,1480000,,1,0,,(718) 978-7007,,A+,0.5,37 emp; $1.5M rev; year n/a; single; phone; school,"15468 Brookville Blvd, Jamaica, NY 11422",100,50,60,100,90
1329,80.5,Terra Group Inc Which Will Do,CA,"Bakersfield, CA",single,1,35,1478000,,1,0,,Not Available,,A+,0.5,35 emp; $1.5M rev; year n/a; single; phone; school,"1201 24th St # B110-320, Bakersfield, CA 93301",100,50,60,100,90
1330,80.5,Lincoln Park Bus Ctr Inc,MI,"Detroit, MI",single,1,31,1471000,,1,0,,Not Available,,A,0.5,31 emp; $1.5M rev; year n/a; single; phone; school,"3064 City Natl Bank Bldg, Detroit, MI 48226",100,50,60,100,90
1331,80.5,Tri-County Truck & Bus Inc,MI,"Plymouth, MI",single,1,31,1471000,,1,0,,Not Available,,A,0.5,31 emp; $1.5M rev; year n/a; single; phone; school,"164 N Main St, Plymouth, MI 48170",100,50,60,100,90
1332,80.5,Observable Inc Which Will Do,CA,"San Francisco, CA",single,1,35,1469000,,1,0,,Not Available,,A+,0.5,35 emp; $1.5M rev; year n/a; single; phone; school,"215 2nd St, San Francisco, CA 94105",100,50,60,100,90
1333,80.5,Unicorns Inc Which Will Do Bus,CA,"San Francisco, CA",single,1,35,1469000,,1,0,,Not Available,,A+,0.5,35 emp; $1.5M rev; year n/a; single; phone; school,"150 Van Ness Ave # 922, San Francisco, CA 94102",100,50,60,100,90
1334,80.5,Joshua-Caleb Ministries Inc,GA,"Lawrenceville, GA",single,1,35,1469000,,1,0,,Not Available,,A+,0.5,35 emp; $1.5M rev; year n/a; single; phone; school,"717 Regina Ct, Lawrenceville, GA 30043",100,50,60,100,90
1335,80.5,Sol Enterprises Inc Which Will,GA,"Brookhaven, GA",single,1,35,1469000,,1,0,,Not Available,,A+,0.5,35 emp; $1.5M rev; year n/a; single; phone; school,"1087 Bluffhaven Way NE, Brookhaven, GA 30319",100,50,60,100,90
1336,80.5,Julann Productions Inc Which,VA,"Palmyra, VA",single,1,35,1469000,,1,0,,Not Available,Julann Griffin (Other),A+,0.5,35 emp; $1.5M rev; year n/a; single; phone; school,"2045 Hells Bend Rd, Palmyra, VA 22963",100,50,60,100,90
1337,80.5,Northern NV Water Solutions,NV,"Incline Village, NV",single,1,34,1464000,,1,0,,Not Available,,A+,0.5,34 emp; $1.5M rev; year n/a; single; phone; school,"807 Jeffrey Ct, Incline Village, NV 89451",100,50,60,100,90
1338,80.5,West End-Elliott Bus Assoc,PA,"Wabash, PA",single,1,33,1463000,,1,0,,(412) 922-2740,,A,0.5,33 emp; $1.5M rev; year n/a; single; phone; school,"406 S Main St, Wabash, PA 15220",100,50,60,100,90
1339,80.5,East Coast School Bus Inc,NJ,"West New York, NJ",single,1,31,1462000,,1,0,,Not Available,,A+,0.5,31 emp; $1.5M rev; year n/a; single; phone; school,"28th Avenue Port Imperial, West New York, NJ 07093",100,50,60,100,90
1340,80.5,Barker Inc,PA,"Dayton, PA",single,1,50,1461000,,1,0,,(814) 257-8806,Doug Nichols (Manager),A,0.5,50 emp; $1.5M rev; year n/a; single; phone; school,"170 N State St, Dayton, PA 16222",100,50,60,100,90
1341,80.5,Pervine LTD Which Will Do Bus,WA,"University Place, WA",single,1,35,1459000,,1,0,,Not Available,,A+,0.5,35 emp; $1.5M rev; year n/a; single; phone; school,"3820 Soundview Dr W, University Place, WA 98466",100,50,60,100,90
1342,80.5,Four Legged Kids Sch Bus LLC,NV,"North Las Vegas, NV",single,1,32,1457000,,1,0,,Not Available,Ricardo S Guerrero (Manager),A+,0.5,32 emp; $1.5M rev; year n/a; single; phone; school,"5414 Bettie Lou Ct, North Las Vegas, NV 89031",100,50,60,100,90
1343,80.5,Eshelman School Bus Svc,PA,"Mohnton, PA",single,1,36,1455000,,1,0,,Not Available,,A+,0.5,36 emp; $1.5M rev; year n/a; single; phone; school,"4339 Morgantown Rd, Mohnton, PA 19540",100,50,60,100,90
1344,80.5,Fleetwood Community Bus Inc,PA,"Fleetwood, PA",single,1,36,1455000,,1,0,,Not Available,,A+,0.5,36 emp; $1.5M rev; year n/a; single; phone; school,"102 E Vine St, Fleetwood, PA 19522",100,50,60,100,90
1345,80.5,Santa Maria Energy Holdings,TX,"College Station, TX",single,1,31,1454000,,1,0,,Not Available,,A+,0.5,31 emp; $1.5M rev; year n/a; single; phone; school,"4914 Augusta Cir, College Station, TX 77845",100,50,60,100,90
1346,80.5,Mc Gough Bus Co Inc,NJ,,single,1,27,1449000,,1,0,,(856) 232-3300,,A,0.5,27 emp; $1.4M rev; year n/a; single; phone; school,,100,50,60,100,90
1347,80.5,Franklin Driving Sch-Trnsprtn,MA,"Franklin, MA",single,1,31,1448000,,1,0,,Not Available,Edda V Howard (Other),A+,0.5,31 emp; $1.4M rev; year n/a; single; phone; school,"15 Main St # 10a, Franklin, MA 02038",100,50,60,100,90
1348,80.5,Gotham Transportation,NY,"Brooklyn, NY",single,1,37,1446000,,1,0,,(718) 333-2576,Joanne Sabatelli (President),A+,0.5,37 emp; $1.4M rev; year n/a; single; phone; school,"2847 W 21st St, Brooklyn, NY 11224",100,50,60,100,90
1349,80.5,Z Bus Svc LLC,TN,"Chattanooga, TN",single,1,33,1446000,,1,0,,Not Available,,A+,0.5,33 emp; $1.4M rev; year n/a; single; phone; school,"1217 Reeves Ave, Chattanooga, TN 37412",100,50,60,100,90
1350,80.5,Bath Bus Svc,ME,"Bath, ME",single,1,45,1444000,,1,0,,(207) 443-1006,William Reed Ii (President),A+,0.5,45 emp; $1.4M rev; year n/a; single; phone; school,"82 Leeman Hwy, Bath, ME 04530",100,50,60,100,90
1351,80.5,Ray's Bus Svc Inc,MI,"Hudsonville, MI",single,1,39,1441000,,1,0,,Not Available,,A,0.5,39 emp; $1.4M rev; year n/a; single; phone; school,"4545 New Holland St, Hudsonville, MI 49426",100,50,60,100,90
1352,80.5,Academy Express LLC,NY,"Staten Island, NY",single,1,36,1436000,,1,0,,(718) 556-8042,,A,0.5,36 emp; $1.4M rev; year n/a; single; phone; school,"7 North St, Staten Island, NY 10302",100,50,60,100,90
1353,80.5,Atlantic Express Si Bus Co,NY,"Staten Island, NY",single,1,36,1436000,,1,0,,(718) 477-3753,,A,0.5,36 emp; $1.4M rev; year n/a; single; phone; school,"260 Meredith Ave, Staten Island, NY 10314",100,50,60,100,90
1354,80.5,Transit Service,OH,"Youngstown, OH",single,1,41,1434000,,1,0,,(330) 782-3343,Ken Bochenek (Owner),A,0.5,41 emp; $1.4M rev; year n/a; single; phone; school,"1130 Performance Pl # A, Youngstown, OH 44502",100,50,60,100,90
1355,80.5,Empiric Inc Which Will Do Bus,CA,"San Francisco, CA",single,1,34,1427000,,1,0,,Not Available,,A+,0.5,34 emp; $1.4M rev; year n/a; single; phone; school,"684 48th Ave # 102, San Francisco, CA 94121",100,50,60,100,90
1356,80.5,Facet Inc Which Will Do Bus,CA,"San Francisco, CA",single,1,34,1427000,,1,0,,Not Available,,A+,0.5,34 emp; $1.4M rev; year n/a; single; phone; school,"1661 Sacramento St # 6, San Francisco, CA 94109",100,50,60,100,90
1357,80.5,Outdoor Living Inc Which Will,CA,"West Sacramento, CA",single,1,34,1427000,,1,0,,Not Available,,A+,0.5,34 emp; $1.4M rev; year n/a; single; phone; school,"3771 Channel Dr # 100, West Sacramento, CA 95691",100,50,60,100,90
1358,80.5,Wethetrillions PBC Which Will,CA,"San Francisco, CA",single,1,34,1427000,,1,0,,Not Available,,A+,0.5,34 emp; $1.4M rev; year n/a; single; phone; school,"600 California St # 11, San Francisco, CA 94108",100,50,60,100,90
1359,80.5,Stephens Truck & Bus Repair,GA,"Austell, GA",single,1,34,1427000,,1,0,,Not Available,,A+,0.5,34 emp; $1.4M rev; year n/a; single; phone; school,"3056 Brass Dr, Austell, GA 30106",100,50,60,100,90
1360,80.5,M & K Bus Svc LLC,IL,"Aviston, IL",single,1,34,1427000,,1,0,,Not Available,,A+,0.5,34 emp; $1.4M rev; year n/a; single; phone; school,"641 W 2nd St, Aviston, IL 62216",100,50,60,100,90
1361,80.5,Intrepid US Inc Which Will Do,NY,"New York, NY",single,1,34,1427000,,1,0,,Not Available,,A+,0.5,34 emp; $1.4M rev; year n/a; single; phone; school,"26 Broadway # 3, New York, NY 10004",100,50,60,100,90
1362,80.5,PQ Calabasas Inc Which Will Do,NY,"New York, NY",single,1,34,1427000,,1,0,,Not Available,,B,0.5,34 emp; $1.4M rev; year n/a; single; phone; school,"50 Broad St # 12, New York, NY 10004",100,50,60,100,90
1363,80.5,X.Com Inc. Which Will Do Bus,VA,"Mc Lean, VA",single,1,28,1424000,,1,0,,Not Available,,A+,0.5,28 emp; $1.4M rev; year n/a; single; phone; school,"7950 Jones Branch Dr, Mc Lean, VA 22107",100,50,60,100,90
1364,80.5,GWB Co-VA Inc Which Will Do,CA,"Santa Rosa, CA",single,1,33,1419000,,1,0,,Not Available,,A+,0.5,33 emp; $1.4M rev; year n/a; single; phone; school,"7750 Sonoma Hwy # A, Santa Rosa, CA 95409",100,50,60,100,90
1365,80.5,Gross School Bus Svc Inc,PA,"Bechtelsville, PA",single,1,35,1415000,,1,0,,Not Available,Liz Weidman (Manager),A+,0.5,35 emp; $1.4M rev; year n/a; single; phone; school,"980 Hoffmansville Rd, Bechtelsville, PA 19505",100,50,60,100,90
1366,80.5,Blanca's School Bus Svc,TX,"Sugar Land, TX",single,1,33,1415000,,1,0,,Not Available,,A+,0.5,33 emp; $1.4M rev; year n/a; single; phone; school,"6535 Wexford Trl, Sugar Land, TX 77479",100,50,60,100,90
1367,80.5,Totman Enterprises Inc,MA,"Scituate, MA",single,1,36,1410000,,1,0,,(781) 545-6604,Martha Totman (Owner),A+,0.5,36 emp; $1.4M rev; year n/a; single; phone; school,"54 New Driftway, Scituate, MA 02066",100,50,60,100,90
1368,80.5,Whitebird Inc Which Will Do,TX,"Arlington, TX",single,1,29,1410000,,1,0,,Not Available,,A+,0.5,29 emp; $1.4M rev; year n/a; single; phone; school,"701 Highlander Blvd # 530, Arlington, TX 76015",100,50,60,100,90
1369,80.5,Resound Inc Which Will Do Bus,MA,"Acton, MA",single,1,29,1408000,,1,0,,Not Available,Anthony E Dolan (President),A+,0.5,29 emp; $1.4M rev; year n/a; single; phone; school,"65 Seminole Rd, Acton, MA 01720",100,50,60,100,90
1370,80.5,Bay Parkway Bus Mntnc Inc,NY,"Brooklyn, NY",single,1,36,1407000,,1,0,,Not Available,,A+,0.5,36 emp; $1.4M rev; year n/a; single; phone; school,"5015 Bay Pkwy, Brooklyn, NY 11230",100,50,60,100,90
1371,80.5,Boro Crescent Corp,NY,"Brooklyn, NY",single,1,36,1407000,,1,0,,(718) 891-9254,,A,0.5,36 emp; $1.4M rev; year n/a; single; phone; school,"2900 Shell Rd, Brooklyn, NY 11224",100,50,60,100,90
1372,80.5,Dle Bus Svc Inc,NY,"Brooklyn, NY",single,1,36,1407000,,1,0,,(718) 743-5000,,A+,0.5,36 emp; $1.4M rev; year n/a; single; phone; school,"2900 Shell Rd, Brooklyn, NY 11224",100,50,60,100,90
1373,80.5,P Benowitz,NY,"Brooklyn, NY",single,1,36,1407000,,1,0,,(212) 449-8297,,A,0.5,36 emp; $1.4M rev; year n/a; single; phone; school,"3100 Cropsey Ave, Brooklyn, NY 11224",100,50,60,100,90
1374,80.5,Brushton Moira CSD Trnsprtn,NY,"Brushton, NY",single,1,50,1406000,,1,0,,(518) 529-6521,Cheryl Rockhill (Manager),A,0.5,50 emp; $1.4M rev; year n/a; single; phone; school,"776 County Route 7, Brushton, NY 12916",100,50,60,100,90
1375,80.5,Domino Bus Inc,NY,"Staten Island, NY",single,1,35,1396000,,1,0,,Not Available,,A,0.5,35 emp; $1.4M rev; year n/a; single; phone; school,"64 Seaver Ave, Staten Island, NY 10306",100,50,60,100,90
1376,80.5,Sijz Transport Corp,NJ,"Montville, NJ",single,1,25,1394000,,1,0,,(973) 263-1205,,A+,0.5,25 emp; $1.4M rev; year n/a; single; phone; school,"90 Changebridge Rd, Montville, NJ 07045",100,50,60,100,90
1377,80.5,A & B Bus Svc,IL,"Schiller Park, IL",single,1,27,1391000,,1,0,,(847) 671-0533,Tom Simmons (Owner),A+,0.5,27 emp; $1.4M rev; year n/a; single; phone; school,"9330 Byron St # A, Schiller Park, IL 60176",100,50,60,100,90
1378,80.5,Ribblett School Bus Line,PA,"Johnstown, PA",single,1,40,1391000,,1,0,,(814) 539-8322,Todd Ribblett (Owner),A+,0.5,40 emp; $1.4M rev; year n/a; single; phone; school,"1403 Frankstown Rd, Johnstown, PA 15902",100,50,60,100,90
1379,80.5,New Bus Facility-Maytav Bus Co,NJ,"Camden, NJ",single,1,18,1390000,,1,0,,Not Available,,A,0.5,18 emp; $1.4M rev; year n/a; single; phone; school,"1501 Pine St, Camden, NJ 08103",100,50,60,100,90
1380,80.5,Darin Ingels ND PC Which Will,CT,"Fairfield, CT",single,1,33,1385000,,1,0,,Not Available,,A+,0.5,33 emp; $1.4M rev; year n/a; single; phone; school,"22 Fairfield Pl, Fairfield, CT 06824",100,50,60,100,90
1381,80.5,Mariner's Anchor Bus Svc,GA,"Grantville, GA",single,1,33,1385000,,1,0,,Not Available,,A+,0.5,33 emp; $1.4M rev; year n/a; single; phone; school,"677 Bo Bo Banks Rd, Grantville, GA 30220",100,50,60,100,90
1382,80.5,Prscoll Truck Ctr Doing Bus As,ID,"American Falls, ID",single,1,33,1385000,,1,0,,(208) 226-2073,,A,0.5,33 emp; $1.4M rev; year n/a; single; phone; school,"2844 Pocatello Ave, American Falls, ID 83211",100,50,60,100,90
1383,80.5,Leake Academy Bus #8 Inc,MS,"Philadelphia, MS",single,1,33,1385000,,1,0,,Not Available,Betty Beasley (Other),A+,0.5,33 emp; $1.4M rev; year n/a; single; phone; school,"815 Woodland Hills Dr, Philadelphia, MS 39350",100,50,60,100,90
1384,80.5,Triad Inc Amer Which Will Do,NC,"Greensboro, NC",single,1,33,1385000,,1,0,,Not Available,,A+,0.5,33 emp; $1.4M rev; year n/a; single; phone; school,"200 Pomona Dr # G, Greensboro, NC 27407",100,50,60,100,90
1385,80.5,Duncan Sherman School Bus Inc,NE,"Wayne, NE",single,1,33,1385000,,1,0,,Not Available,,A+,0.5,33 emp; $1.4M rev; year n/a; single; phone; school,"Mid States School Bus Inc 216, Wayne, NE 68787",100,50,60,100,90
1386,80.5,K-D Ent Inc Which Will Do Bus,NE,"Nebraska City, NE",single,1,33,1385000,,1,0,,Not Available,,A+,0.5,33 emp; $1.4M rev; year n/a; single; phone; school,"502 S 14th St, Nebraska City, NE 68410",100,50,60,100,90
1387,80.5,Bruhn Logan Sch Bus No 2 LLC,NM,"Logan, NM",single,1,33,1385000,,1,0,,Not Available,,A+,0.5,33 emp; $1.4M rev; year n/a; single; phone; school,"288 Helms Rd, Logan, NM 88426",100,50,60,100,90
1388,80.5,Global Resource Mgmt Inc Which,PA,"Bryn Mawr, PA",single,1,33,1385000,,1,0,,Not Available,,A+,0.5,33 emp; $1.4M rev; year n/a; single; phone; school,"1000 Conestoga Rd # 316, Bryn Mawr, PA 19010",100,50,60,100,90
1389,80.5,S-K Bus Solutions Inc Which,CA,"Redding, CA",single,1,36,1382000,,1,0,,Not Available,,A+,0.5,36 emp; $1.4M rev; year n/a; single; phone; school,"442 Dominica Ct, Redding, CA 96003",100,50,60,100,90
1390,80.5,United Bus Svc LLC,MN,"Saint Paul, MN",single,1,31,1381000,,1,0,,Not Available,,A+,0.5,31 emp; $1.4M rev; year n/a; single; phone; school,"945 W Pierce Butler Route Usa, Saint Paul, MN 55104",100,50,60,100,90
1391,80.5,Chela School Bus Svc LLC,FL,"Miami, FL",single,1,31,1378000,,1,0,,Not Available,Graciela Nichols (Other),A+,0.5,31 emp; $1.4M rev; year n/a; single; phone; school,"7050 SW 19th St, Miami, FL 33155",100,50,60,100,90
1392,80.5,Devyn Productions Inc Which,FL,"Village Of Palmetto Bay, FL",single,1,31,1378000,,1,0,,Not Available,,A+,0.5,31 emp; $1.4M rev; year n/a; single; phone; school,"8925 SW 148th St # 218, Village Of Palmetto Bay, FL 33176",100,50,60,100,90
1393,80.5,J & M School Bus LLC,FL,"Miami, FL",single,1,31,1378000,,1,0,,Not Available,Javier Machado (Manager),A+,0.5,31 emp; $1.4M rev; year n/a; single; phone; school,"9191 Fontainebleau Blvd # 7, Miami, FL 33172",100,50,60,100,90
1394,80.5,Mavel School Bus Corp,FL,"Hialeah, FL",single,1,31,1378000,,1,0,,Not Available,Mavel R Garcia (President),A+,0.5,31 emp; $1.4M rev; year n/a; single; phone; school,"26 E 19th St, Hialeah, FL 33010",100,50,60,100,90
1395,80.5,CTI School Bus Contract Svc,PA,"Bethel Park, PA",single,1,31,1374000,,1,0,,Not Available,,A+,0.5,31 emp; $1.4M rev; year n/a; single; phone; school,"4774 Library Rd, Bethel Park, PA 15102",100,50,60,100,90
1396,80.5,Flores School Van,TX,"Houston, TX",single,1,32,1372000,,1,0,,Not Available,Blanca E Flores (Owner),A,0.5,32 emp; $1.4M rev; year n/a; single; phone; school,"5303 Castlecreek Ln, Houston, TX 77053",100,50,60,100,90
1397,80.5,Thomas A Campbell PC Which,TX,"Missouri City, TX",single,1,32,1372000,,1,0,,Not Available,,A+,0.5,32 emp; $1.4M rev; year n/a; single; phone; school,"4823 Watts Plantation Dr, Missouri City, TX 77459",100,50,60,100,90
1398,80.5,Schenectady Bus Con LTD,NY,"Schenectady, NY",single,1,34,1370000,,1,0,,(518) 399-9545,,A,0.5,34 emp; $1.4M rev; year n/a; single; phone; school,"6 Stottle Ln, Schenectady, NY 12302",100,50,60,100,90
1399,80.5,St Charles County Bubble Bus,MO,"Wentzville, MO",single,1,34,1369000,,1,0,,(636) 357-6231,,A+,0.5,34 emp; $1.4M rev; year n/a; single; phone; school,"907 Valley Oaks Ct, Wentzville, MO 63385",100,50,60,100,90
1400,80.5,School Days Inc,NY,"Brooklyn, NY",single,1,35,1367000,,1,0,,(718) 237-9200,Joseph Tufaro (President),A,0.5,35 emp; $1.4M rev; year n/a; single; phone; school,"225 Van Brunt St, Brooklyn, NY 11231",100,50,60,100,90
1401,80.5,Meramec Valley R3,MO,"Catawissa, MO",single,1,40,1362000,,1,0,,(636) 271-1474,Scott Roper (Director),A,0.5,40 emp; $1.4M rev; year n/a; single; phone; school,"2256 Highway Ap, Catawissa, MO 63015",100,50,60,100,90
1402,80.5,Ever Spring Inc Which Will Do,NY,"Long Island City, NY",single,1,34,1360000,,1,0,,Not Available,,A+,0.5,34 emp; $1.4M rev; year n/a; single; phone; school,"4825 36th St, Long Island City, NY 11101",100,50,60,100,90
1403,80.5,Orange Street Bus Facility,UT,"Salt Lake City, UT",single,1,17,1353000,,1,0,,Not Available,,A+,0.5,17 emp; $1.4M rev; year n/a; single; phone; school,"500 Orange St, Salt Lake City, UT 84116",100,50,60,100,90
1404,80.5,Busy Bus USA,CO,"Englewood, CO",single,1,29,1351000,,1,0,,Not Available,,A+,0.5,29 emp; $1.4M rev; year n/a; single; phone; school,"6284 S Galena Way, Englewood, CO 80111",100,50,60,100,90
1405,80.5,Coulter Bus Svc Inc,MO,"Smithville, MO",single,1,31,1347000,,1,0,,Not Available,,A+,0.5,31 emp; $1.3M rev; year n/a; single; phone; school,"603 Liberty Rd, Smithville, MO 64089",100,50,60,100,90
1406,80.5,Amestoy Corp Which Will Do Bus,CA,"Valley Springs, CA",single,1,32,1343000,,1,0,,Not Available,,A+,0.5,32 emp; $1.3M rev; year n/a; single; phone; school,"8464 Goggin St, Valley Springs, CA 95252",100,50,60,100,90
1407,80.5,Lucy's School Trnsprtn LLC,FL,"Orlando, FL",single,1,32,1343000,,1,0,,Not Available,Lucia Aguilar (Manager),A+,0.5,32 emp; $1.3M rev; year n/a; single; phone; school,"12003 Sula St, Orlando, FL 32837",100,50,60,100,90
1408,80.5,Riley's School Bus LLC,MN,"Murdock, MN",single,1,32,1343000,,1,0,,Not Available,,A+,0.5,32 emp; $1.3M rev; year n/a; single; phone; school,"302 Main Avenue Usa, Murdock, MN 56271",100,50,60,100,90
