a_rank_overlay,bench_rank_overlay,track,company,state,hq,w4_composite,overlay_pts_sum,overlay_composite,data_confidence,sub_sector_derived,scale_tier_derived,fleet_buses,drivers,founded,fmcsa_source,usdot,_sf,_su,_geo,_ind,_oh,_rel,composite,a_rank,bench_rank,valuation_attractiveness_pts,valuation_attractiveness_cite,valuation_attractiveness_flag,size_margin_signal_pts,size_margin_signal_cite,size_margin_signal_flag,succession_pts,succession_cite,succession_flag,driver_market_risk_pts,driver_market_risk_cite,driver_market_risk_flag,outsourcing_ev_mandate_pts,outsourcing_ev_mandate_cite,outsourcing_ev_mandate_flag,contract_renewal_timing_pts,contract_renewal_timing_cite,contract_renewal_timing_flag,ut_expansion_bonus_pts,ut_expansion_bonus_cite,ut_expansion_bonus_flag,iv_fleet_used,iv_fleet_source,iv_rev_low,iv_rev_point,iv_rev_high,iv_ebitda_low,iv_ebitda_point,iv_ebitda_high,iv_ev_mult_entry_low,iv_ev_mult_entry_point,iv_ev_mult_entry_high,iv_ev_perbus_low,iv_ev_perbus_point,iv_ev_perbus_high,iv_ev_entry_consensus_low,iv_ev_entry_consensus_high,iv_ev_build_8x_point,iv_value_creation_spread_point,iv_flag,iv_citation,da_revenue_est,da_employees,web_employees_est,da_size_tier,web_ownership_type,web_owner_or_parent,web_succession_signal,web_service_types,web_districts_or_customers,web_website
1035,,A,Class Act Limo Svc Inc,NJ,"Hillsborough, NJ",66.0,0.0,66.0,0.8,S,<50,1,2,2017,census(medium),2962211,40,40,70,100,100,75,66.0,910,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2017 (business age=9y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),299000,4,4,small(2-5),family-owned,independent,unknown,"[""limousine/car service"", ""possible special-needs/private transport""]",Hillsborough / Somerset County NJ area; no confirmed school-district contracts identified in public sources,
1036,,A,E A Car Svc Inc,NJ,"Old Bridge, NJ",66.0,0.0,66.0,0.8,S,<50,4,5,2018,census(medium),3178301,40,40,70,100,100,75,66.0,911,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2018 (business age=8y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,4,census(medium),360000,420000,452000,82800,113400,153680,248400,453600,768400,268000,400000,520000,268000,520000,907200,453600,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),227000,3,3,single,family-owned,independent,unknown,"[""car service"", ""possible SPED livery""]","Not listed in NJ DOE school bus contractor codes; Old Bridge Township SPED transport handled by larger contractors (e.g., Irvin Raphael, Browntown Bus).",
1037,,A,Speedy Van,MN,"Oak Park, MN",66.0,0.0,66.0,0.8,S,<50,3,3,2013,census(medium),2410716,40,40,70,100,100,75,66.0,912,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2013 (business age=13y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,3,census(medium),270000,315000,339000,62100,85050,115260,186300,340200,576300,201000,300000,390000,201000,390000,680400,340200,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),146000,3,3,single,family-owned,independent,unknown,"[""NEMT"", ""wheelchair van"", ""special transportation""]","[""Local NEMT/Medicaid in central MN (Benton/Mille Lacs/Sherburne area)""]",
1038,,A,Currys Spotlight Limousine SE,TX,"Dallas, TX",66.0,0.0,66.0,0.8,S,<50,2,2,2013,census(medium),2389815,40,40,70,100,100,75,66.0,914,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2013 (business age=13y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,2,census(medium),180000,210000,226000,41400,56700,76840,124200,226800,384200,134000,200000,260000,134000,260000,453600,226800,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),168000,2,~2,single,independent,independent,unknown,"[""limousine"", ""sedan service""]",[],
1039,,A,Crandon Taxi & Limo Corp,FL,"Miami, FL",63.0,3.0,66.0,0.8,S,<50,1,1,2013,census(medium),2421060,40,40,100,100,50,75,63.0,1014,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,-8.0,master_targets.founded=2013 (business age=13y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,3.0,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=FL/scale=all/sub=Y],,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),131000,2,2,single,independent,independent,unknown,"[""taxi"", ""limousine""]","[""Key Biscayne, FL local taxi service""]",
1040,,A,Birchwood Bus Svc Inc,WI,"Hayward, WI",61.8,4.0,65.8,0.8,Y,<50,6,9,2014,census(high),2479449,65,40,30,60,100,90,61.8,1048,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-2.0,Summit bid teardowns (HSD214/Alton/CCC/Fresno) [mixed; geo=national/scale=all/sub=all],,-8.0,master_targets.founded=2014 (business age=12y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,6,census(high),468000,588000,678000,72540,117600,230520,217620,470400,1152600,402000,600000,780000,402000,780000,940800,470400,,rev_per_bus:Summit bid teardowns (HSD214/Alton/CCC/Fresno) ; ebitda_margin:Summit live/pipeline operator adj. EBITDA margins ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),1762000,42,"~9 drivers (FMCSA); listing data shows ~42 employees, likely overstated",single,unknown,independent,unknown,"[""school""]","[""likely Hayward Community School District and/or Birchwood School District area, Sawyer County WI (unconfirmed)""]",
1041,,A,Major Transportation,MD,"Cambridge, MD",59.5,6.0,65.5,0.4,Y,<50,,,2022,none,,50,25,70,100,50,90,59.5,1076,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,-8.0,master_targets.founded=2022 (business age=4y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,,none,,,,,,,,,,,,,,,,,no_verified_fleet,,68000,2,1-3,single,family-owned,independent,unknown,"[""school""]","[""Dorchester County, MD (likely Dorchester County Public Schools contractor based on MD's contractor model)""]",
1042,,A,Lottery School Transportation,NC,"Gastonia, NC",59.5,6.0,65.5,0.4,Y,<50,,,2025,none,,50,25,70,100,50,90,59.5,1077,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,-8.0,master_targets.founded=2025 (business age=1y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,,none,,,,,,,,,,,,,,,,,no_verified_fleet,,149000,4,4,single,independent,independent,unknown,"[""school (unconfirmed contract)""]",Gaston County Schools runs own transportation; no public contract identified. Registered as Lottery School Transport LLC in Gastonia NC per Bizapedia. Very newly formed (2025).,
1043,,A,Nothing But Love Trnsprtn LLC,WI,"Janesville, WI",55.0,10.0,65.0,0.6,S,<50,,,2014,none,,50,40,30,100,50,75,55.0,1122,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,-8.0,master_targets.founded=2014 (business age=12y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,,none,,,,,,,,,,,,,,,,,no_verified_fleet,,588000,8,8,single,independent,independent,unknown,"[""non-emergency medical transport (NEMT)"", ""transportation network company""]",Not identified; registered as TNC providing prearranged NEMT in Wisconsin; Madison Black Chamber of Commerce member,nbltransports.com (unconfirmed live)
1044,,A,Magic Limousine Svc,ND,"Grand Forks, ND",56.5,8.0,64.5,0.8,S,<50,3,4,2003,census(medium),1170147,40,60,30,100,50,75,56.5,1107,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,0.0,master_targets.founded=2003 (business age=23y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,3,census(medium),270000,315000,339000,62100,85050,115260,186300,340200,576300,201000,300000,390000,201000,390000,680400,340200,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),328000,6,6,single,independent,independent,unknown,"[""limousine"", ""charter (possible)""]",[],
1045,,A,Ohana Wheelchair Transport,WI,"Port Washington, WI",56.5,8.0,64.5,0.8,S,<50,2,2,2008,census(medium),1754116,40,60,30,100,50,75,56.5,1108,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,0.0,master_targets.founded=2008 (business age=18y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,2,census(medium),180000,210000,226000,41400,56700,76840,124200,226800,384200,134000,200000,260000,134000,260000,453600,226800,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),241000,4,4,single,family-owned,independent,unknown,"[""special-needs"", ""NEMT"", ""wheelchair-van""]",[],
1046,,A,Rome Charters LLC,DC,"Washington, DC",60.2,4.0,64.2,1.0,Y,<50,8,9,2014,census(high),2477792,65,40,30,100,50,90,60.2,1072,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-2.0,Summit bid teardowns (HSD214/Alton/CCC/Fresno) [mixed; geo=national/scale=all/sub=all],,-8.0,master_targets.founded=2014 (business age=12y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,8,census(high),624000,784000,904000,96720,156800,307360,290160,627200,1536800,536000,800000,1040000,536000,1040000,1254400,627200,,rev_per_bus:Summit bid teardowns (HSD214/Alton/CCC/Fresno) ; ebitda_margin:Summit live/pipeline operator adj. EBITDA margins ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),480000,7,7,single,independent,independent,unknown,"[""charter"", ""school field trips""]",Formerly DC Public Schools (2016-2022; ~$831K paid via COVID relief funds); suspended by DC Government in Nov 2022,https://romecharters.com/
1047,,A,Safe Journey 2 School,IL,"Chicago, IL",67.5,-4.0,63.5,1.0,Y,<50,1,3,2014,census(medium),4309047,40,40,70,100,100,90,67.5,831,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit bid teardowns (HSD214/Alton/CCC/Fresno) [mixed; geo=national/scale=all/sub=all],,-8.0,master_targets.founded=2014 (business age=12y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),78000,98000,113000,12090,19600,38420,36270,78400,192100,67000,100000,130000,67000,130000,156800,78400,,rev_per_bus:Summit bid teardowns (HSD214/Alton/CCC/Fresno) ; ebitda_margin:Summit live/pipeline operator adj. EBITDA margins ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),4121000,80,80,single,independent,independent (managed by WEDOMORE LLC per company website),unknown,"[""school"", ""student transport""]","[""Chicago area (CPS-region private/charter schools, unconfirmed)""]",https://safejourney2school.com
1048,,A,Union School Trnsprtn & Nemt,MN,"Fridley, MN",67.5,-4.0,63.5,1.0,Y,<50,2,1,2015,census(medium),2931576,40,40,70,100,100,90,67.5,832,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit bid teardowns (HSD214/Alton/CCC/Fresno) [mixed; geo=national/scale=all/sub=all],,-8.0,master_targets.founded=2015 (business age=11y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,2,census(medium),156000,196000,226000,24180,39200,76840,72540,156800,384200,134000,200000,260000,134000,260000,313600,156800,,rev_per_bus:Summit bid teardowns (HSD214/Alton/CCC/Fresno) ; ebitda_margin:Summit live/pipeline operator adj. EBITDA margins ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),1236000,31,31,single,independent,independent,unknown,"[""school"", ""special-needs"", ""NEMT""]","[""Twin Cities metro / Fridley-area school transport + Medical Assistance (NEMT) clients""]",unionts.org
1049,,A,Emily School Transport Inc,MN,"Saint Paul, MN",67.5,-4.0,63.5,1.0,Y,<50,1,1,2017,census(high),3042864,40,40,70,100,100,90,67.5,838,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit bid teardowns (HSD214/Alton/CCC/Fresno) [mixed; geo=national/scale=all/sub=all],,-8.0,master_targets.founded=2017 (business age=9y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(high),78000,98000,113000,12090,19600,38420,36270,78400,192100,67000,100000,130000,67000,130000,156800,78400,,rev_per_bus:Summit bid teardowns (HSD214/Alton/CCC/Fresno) ; ebitda_margin:Summit live/pipeline operator adj. EBITDA margins ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),312000,7,7,single,independent,independent,unknown,"[""school"", ""charter-school-routes""]","[""Saint Paul-area charter schools (per customer review)""]",emily-school-transport.business.site
1050,,A,School Cab LLC,AZ,"Glendale, AZ",67.5,-4.0,63.5,1.0,Y,<50,4,6,2017,census(medium),3018294,40,40,70,100,100,90,67.5,841,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit bid teardowns (HSD214/Alton/CCC/Fresno) [mixed; geo=national/scale=all/sub=all],,-8.0,master_targets.founded=2017 (business age=9y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,4,census(medium),312000,392000,452000,48360,78400,153680,145080,313600,768400,268000,400000,520000,268000,520000,627200,313600,,rev_per_bus:Summit bid teardowns (HSD214/Alton/CCC/Fresno) ; ebitda_margin:Summit live/pipeline operator adj. EBITDA margins ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),173000,4,4,small(2-5),independent,independent,low,"[""school"", ""special-needs"", ""NEMT"", ""medical-transport""]","[""Direct-to-family in Phoenix metro: Glendale, Peoria, Surprise, Tempe, Scottsdale, Chandler""]",https://www.schoolcab.us/
1051,,A,Magic Little People School Bus,TX,"Houston, TX",67.5,-4.0,63.5,0.8,Y,<50,1,2,2017,census(medium),3103897,40,40,70,100,100,90,67.5,842,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit bid teardowns (HSD214/Alton/CCC/Fresno) [mixed; geo=national/scale=all/sub=all],,-8.0,master_targets.founded=2017 (business age=9y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),78000,98000,113000,12090,19600,38420,36270,78400,192100,67000,100000,130000,67000,130000,156800,78400,,rev_per_bus:Summit bid teardowns (HSD214/Alton/CCC/Fresno) ; ebitda_margin:Summit live/pipeline operator adj. EBITDA margins ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),1772000,32,1-3,single,family-owned,independent,unknown,"[""school"", ""charter""]","Unknown; intrastate non-hazmat passenger carrier (FMCSA), likely small private schools/daycares in Houston",
1052,,A,Ace Bus LLC,MI,"Roseville, MI",67.5,-4.0,63.5,0.8,Y,<50,2,1,2013,census(high),2379113,40,40,70,100,100,90,67.5,844,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit bid teardowns (HSD214/Alton/CCC/Fresno) [mixed; geo=national/scale=all/sub=all],,-8.0,master_targets.founded=2013 (business age=13y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,2,census(high),156000,196000,226000,24180,39200,76840,72540,156800,384200,134000,200000,260000,134000,260000,313600,156800,,rev_per_bus:Summit bid teardowns (HSD214/Alton/CCC/Fresno) ; ebitda_margin:Summit live/pipeline operator adj. EBITDA margins ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),2871000,71,71,small(2-5),independent,independent,unknown,"[""school"", ""charter""]","[""Roseville, MI / Macomb County area (unspecified districts)""]",
1053,,A,Kids-Express School Bus Inc,FL,"Miami, FL",64.5,-1.0,63.5,0.8,Y,<50,1,3,2015,census(high),3018360,40,40,100,100,50,90,64.5,971,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit bid teardowns (HSD214/Alton/CCC/Fresno) [mixed; geo=national/scale=all/sub=all],,-8.0,master_targets.founded=2015 (business age=11y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,3.0,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=FL/scale=all/sub=Y],,0,,reserved_zero,0,,non_ut,1,census(high),78000,98000,113000,12090,19600,38420,36270,78400,192100,67000,100000,130000,67000,130000,156800,78400,,rev_per_bus:Summit bid teardowns (HSD214/Alton/CCC/Fresno) ; ebitda_margin:Summit live/pipeline operator adj. EBITDA margins ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),357000,8,4,small(2-5),independent,independent,unknown,"[""school bus contractor (Miami-Dade)""]",Likely Miami-Dade County Public Schools area; website listed as dadeschools.net suggests district-affiliated contracting; very small subcontractor,
